ASIN,Title,MainCategory,Degree,Betweenness,Closeness
A00007338,Product 7338,Music,5,0.181280,0.177212
A00006457,Product 6457,Electronics,5,0.566550,0.179964
A00006588,Product 6588,Electronics,5,0.194194,0.184828
A00009292,Product 9292,Books,5,0.670100,0.183048
A00000804,Product 804,Movies & TV,5,0.626842,0.184490
A00000124,Product 124,Books,5,0.967819,0.180631
A00008575,Product 8575,Music,5,0.793803,0.178289
A00000185,Product 185,Electronics,5,0.179691,0.178975
A00002921,Product 2921,Movies & TV,5,0.967581,0.179470
A00007517,Product 7517,Music,5,0.415020,0.184773
A00008322,Product 8322,Clothing,5,0.314852,0.186448
A00001944,Product 1944,Electronics,5,0.756619,0.180455
A00007730,Product 7730,Movies & TV,5,0.842543,0.183149
A00001706,Product 1706,Clothing,5,0.446523,0.182490
A00006185,Product 6185,Electronics,5,0.790270,0.180892
A00009781,Product 9781,Movies & TV,5,0.751522,0.176905
A00005285,Product 5285,Clothing,5,0.433924,0.181036
A00008272,Product 8272,Music,5,0.828930,0.179547
A00008473,Product 8473,Music,5,0.355429,0.181059
A00002542,Product 2542,Electronics,5,0.644223,0.188429
A00000891,Product 891,Clothing,5,0.506286,0.180650
A00002786,Product 2786,Movies & TV,5,0.116110,0.178713
A00005565,Product 5565,Movies & TV,5,0.273648,0.184507
A00002397,Product 2397,Music,5,0.372655,0.182184
A00003264,Product 3264,Books,5,0.849259,0.181240
A00003690,Product 3690,Electronics,5,0.453099,0.185765
A00009757,Product 9757,Clothing,5,0.890510,0.177416
A00002143,Product 2143,Music,5,0.377364,0.180435
A00008666,Product 8666,Electronics,5,0.208422,0.177030
A00001890,Product 1890,Music,5,0.429974,0.181843
A00003949,Product 3949,Music,5,0.649202,0.180961
A00000670,Product 670,Electronics,5,0.867947,0.180126
A00002426,Product 2426,Books,5,0.473148,0.188846
A00006647,Product 6647,Clothing,5,0.390908,0.182623
A00006514,Product 6514,Music,5,0.419116,0.185328
A00006802,Product 6802,Clothing,5,0.302833,0.182414
A00002955,Product 2955,Clothing,5,0.085485,0.175983
A00001197,Product 1197,Music,5,0.163676,0.185307
A00008703,Product 8703,Electronics,5,0.618626,0.181049
A00007235,Product 7235,Movies & TV,5,0.052921,0.185410
A00004946,Product 4946,Music,5,0.163753,0.179673
A00008901,Product 8901,Clothing,5,0.557493,0.183704
A00001805,Product 1805,Movies & TV,5,0.354382,0.182025
A00008686,Product 8686,Clothing,5,0.781456,0.188326
A00002441,Product 2441,Electronics,5,0.675266,0.183273
A00007657,Product 7657,Movies & TV,5,0.918885,0.184018
A00008034,Product 8034,Movies & TV,5,0.541263,0.178086
A00005477,Product 5477,Books,5,0.577233,0.180559
A00005680,Product 5680,Books,5,0.588160,0.179133
A00000274,Product 274,Movies & TV,5,0.942620,0.185634
A00009131,Product 9131,Electronics,5,0.970663,0.182131
A00005914,Product 5914,Electronics,5,0.735267,0.183048
A00006410,Product 6410,Clothing,5,0.483782,0.178851
A00009829,Product 9829,Books,5,0.692414,0.184120
A00008640,Product 8640,Movies & TV,5,0.250756,0.185490
A00001463,Product 1463,Electronics,5,0.535561,0.181543
A00001229,Product 1229,Music,5,0.487635,0.178127
A00000469,Product 469,Clothing,5,0.479530,0.180318
A00006534,Product 6534,Clothing,5,0.626070,0.176608
A00000062,Product 62,Music,5,0.064708,0.184978
A00003103,Product 3103,Music,5,0.932339,0.182424
A00003302,Product 3302,Movies & TV,5,0.488556,0.183967
A00007840,Product 7840,Books,5,0.231793,0.181115
A00008688,Product 8688,Books,5,0.024443,0.184504
A00007603,Product 7603,Electronics,5,0.960782,0.175621
A00008045,Product 8045,Electronics,5,0.121870,0.182304
A00009652,Product 9652,Books,5,0.594062,0.179194
A00009425,Product 9425,Music,5,0.390182,0.182473
A00002792,Product 2792,Movies & TV,5,0.347042,0.182085
A00001710,Product 1710,Clothing,5,0.135001,0.182144
A00001531,Product 1531,Books,5,0.354028,0.184123
A00006508,Product 6508,Music,5,0.420528,0.180886
A00003371,Product 3371,Electronics,5,0.903006,0.181490
A00001155,Product 1155,Electronics,5,0.671746,0.183707
A00006222,Product 6222,Books,5,0.477255,0.183569
A00007671,Product 7671,Books,5,0.695697,0.181408
A00007838,Product 7838,Books,5,0.006083,0.187191
A00005437,Product 5437,Movies & TV,5,0.087242,0.181194
A00000198,Product 198,Music,5,0.539862,0.177653
A00007453,Product 7453,Music,5,0.473446,0.173850
A00002569,Product 2569,Books,5,0.158621,0.181450
A00008028,Product 8028,Books,5,0.753810,0.183809
A00009799,Product 9799,Music,5,0.858917,0.184480
A00004691,Product 4691,Music,5,0.417680,0.188107
A00000507,Product 507,Music,5,0.555262,0.177820
A00009950,Product 9950,Electronics,5,0.214027,0.178522
A00004453,Product 4453,Electronics,5,0.104892,0.184900
A00000916,Product 916,Movies & TV,5,0.996077,0.187504
A00003365,Product 3365,Movies & TV,5,0.070960,0.172969
A00003367,Product 3367,Books,5,0.487140,0.180951
A00004748,Product 4748,Books,5,0.702996,0.186880
A00008829,Product 8829,Music,5,0.611642,0.178496
A00007703,Product 7703,Books,5,0.272449,0.183222
A00007681,Product 7681,Electronics,5,0.326308,0.180540
A00001956,Product 1956,Clothing,5,0.215292,0.185820
A00003071,Product 3071,Music,5,0.703526,0.182062
A00001801,Product 1801,Books,5,0.592009,0.184456
A00005231,Product 5231,Clothing,5,0.240444,0.186187
A00000771,Product 771,Music,5,0.592568,0.181394
A00000836,Product 836,Movies & TV,5,0.347406,0.179916
A00005853,Product 5853,Electronics,5,0.798428,0.174912
A00007598,Product 7598,Movies & TV,5,0.542667,0.182404
A00004451,Product 4451,Electronics,5,0.815940,0.183495
A00000831,Product 831,Movies & TV,5,0.683553,0.181069
A00001190,Product 1190,Books,5,0.321151,0.182643
A00005137,Product 5137,Books,5,0.251026,0.181866
A00009561,Product 9561,Books,5,0.648397,0.179319
A00008679,Product 8679,Music,5,0.170075,0.182704
A00007652,Product 7652,Music,5,0.472762,0.178223
A00002117,Product 2117,Electronics,5,0.685633,0.176808
A00006604,Product 6604,Music,5,0.753668,0.178522
A00007712,Product 7712,Books,5,0.891661,0.180673
A00009579,Product 9579,Music,5,0.344036,0.184712
A00006448,Product 6448,Electronics,5,0.024391,0.178337
A00007541,Product 7541,Electronics,5,0.945977,0.183869
A00003262,Product 3262,Electronics,5,0.150470,0.183025
A00002482,Product 2482,Clothing,5,0.680102,0.188192
A00007715,Product 7715,Movies & TV,5,0.500326,0.185256
A00006126,Product 6126,Clothing,5,0.550601,0.183481
A00005900,Product 5900,Electronics,5,0.931097,0.184018
A00007820,Product 7820,Electronics,5,0.126918,0.183684
A00008381,Product 8381,Books,5,0.402231,0.185036
A00000109,Product 109,Movies & TV,5,0.379789,0.180788
A00005623,Product 5623,Electronics,5,0.665218,0.181263
A00000067,Product 67,Movies & TV,5,0.241334,0.182911
A00005522,Product 5522,Movies & TV,5,0.919191,0.180123
A00005070,Product 5070,Music,5,0.396828,0.180588
A00001785,Product 1785,Electronics,5,0.198424,0.180902
A00002145,Product 2145,Movies & TV,5,0.486968,0.181899
A00007234,Product 7234,Clothing,5,0.108344,0.176961
A00009109,Product 9109,Clothing,5,0.385036,0.183320
A00001408,Product 1408,Books,5,0.590561,0.178150
A00005165,Product 5165,Movies & TV,5,0.810798,0.180951
A00007870,Product 7870,Movies & TV,5,0.035799,0.184137
A00004638,Product 4638,Music,5,0.389225,0.181483
A00005247,Product 5247,Clothing,5,0.521692,0.181053
A00002961,Product 2961,Music,5,0.370721,0.187962
A00009369,Product 9369,Movies & TV,5,0.482313,0.184599
A00008368,Product 8368,Clothing,5,0.176280,0.182188
A00006940,Product 6940,Electronics,5,0.054041,0.185938
A00000976,Product 976,Music,5,0.678750,0.181444
A00002259,Product 2259,Books,5,0.027409,0.178118
A00008742,Product 8742,Clothing,5,0.454965,0.179454
A00008759,Product 8759,Electronics,5,0.982260,0.180896
A00000279,Product 279,Clothing,5,0.975672,0.179799
A00001429,Product 1429,Music,5,0.774649,0.176686
A00009316,Product 9316,Books,5,0.466141,0.182380
A00002178,Product 2178,Clothing,5,0.057697,0.180234
A00002396,Product 2396,Clothing,5,0.273114,0.180386
A00002556,Product 2556,Electronics,5,0.658827,0.179593
A00009445,Product 9445,Books,5,0.808477,0.181220
A00007501,Product 7501,Books,5,0.489541,0.180442
A00008945,Product 8945,Books,5,0.288744,0.181460
A00008796,Product 8796,Electronics,5,0.392215,0.184766
A00000344,Product 344,Movies & TV,5,0.052389,0.184736
A00002147,Product 2147,Clothing,5,0.033678,0.181566
A00001027,Product 1027,Electronics,5,0.380077,0.181638
A00005942,Product 5942,Clothing,5,0.370232,0.180739
A00008778,Product 8778,Books,5,0.503579,0.184671
A00001115,Product 1115,Books,5,0.560533,0.181487
A00001388,Product 1388,Music,5,0.793187,0.181148
A00000369,Product 369,Electronics,5,0.635968,0.184252
A00006393,Product 6393,Clothing,5,0.286141,0.187909
A00006062,Product 6062,Electronics,5,0.297892,0.177943
A00007879,Product 7879,Books,5,0.270255,0.181909
A00001886,Product 1886,Clothing,5,0.268216,0.180478
A00003830,Product 3830,Books,5,0.071488,0.179467
A00000317,Product 317,Music,5,0.839890,0.181506
A00009358,Product 9358,Clothing,5,0.914387,0.183714
A00002808,Product 2808,Books,5,0.169415,0.183586
A00000314,Product 314,Clothing,5,0.400739,0.178704
A00007321,Product 7321,Clothing,5,0.719232,0.183819
A00009524,Product 9524,Movies & TV,5,0.227028,0.182764
A00001856,Product 1856,Electronics,4,0.817809,0.185541
A00009546,Product 9546,Movies & TV,4,0.058587,0.186298
A00008276,Product 8276,Books,4,0.639130,0.175117
A00005319,Product 5319,Music,4,0.639124,0.173533
A00000122,Product 122,Music,4,0.609685,0.171840
A00005782,Product 5782,Books,4,0.995848,0.177039
A00006505,Product 6505,Music,4,0.632889,0.174906
A00008438,Product 8438,Electronics,4,0.619160,0.181526
A00001202,Product 1202,Books,4,0.562839,0.175544
A00007342,Product 7342,Clothing,4,0.117115,0.179593
A00009515,Product 9515,Clothing,4,0.181071,0.180807
A00004544,Product 4544,Electronics,4,0.027801,0.183944
A00001510,Product 1510,Electronics,4,0.929316,0.174047
A00002575,Product 2575,Electronics,4,0.662970,0.175828
A00004265,Product 4265,Music,4,0.773511,0.174820
A00003999,Product 3999,Movies & TV,4,0.663822,0.180188
A00006308,Product 6308,Movies & TV,4,0.122179,0.176343
A00000340,Product 340,Movies & TV,4,0.930017,0.177732
A00008861,Product 8861,Clothing,4,0.370579,0.169317
A00007963,Product 7963,Books,4,0.722708,0.174308
A00003497,Product 3497,Clothing,4,0.639308,0.175949
A00007701,Product 7701,Books,4,0.822680,0.178707
A00001341,Product 1341,Clothing,4,0.713243,0.180513
A00008516,Product 8516,Music,4,0.275341,0.178140
A00002016,Product 2016,Books,4,0.110256,0.178560
A00001397,Product 1397,Electronics,4,0.643800,0.181089
A00002500,Product 2500,Music,4,0.042728,0.176387
A00009470,Product 9470,Movies & TV,4,0.938045,0.174808
A00003611,Product 3611,Music,4,0.186628,0.181204
A00002300,Product 2300,Music,4,0.513191,0.179958
A00004414,Product 4414,Electronics,4,0.860037,0.179065
A00002846,Product 2846,Clothing,4,0.235000,0.176349
A00002841,Product 2841,Music,4,0.295105,0.176290
A00000354,Product 354,Books,4,0.307395,0.180136
A00003086,Product 3086,Music,4,0.453460,0.175526
A00002443,Product 2443,Clothing,4,0.542938,0.177416
A00007026,Product 7026,Electronics,4,0.880500,0.174673
A00008893,Product 8893,Music,4,0.926546,0.180876
A00006654,Product 6654,Electronics,4,0.285054,0.182394
A00001896,Product 1896,Electronics,4,0.750582,0.182660
A00004498,Product 4498,Electronics,4,0.480812,0.177943
A00007439,Product 7439,Music,4,0.931715,0.181128
A00005184,Product 5184,Movies & TV,4,0.314320,0.176520
A00007295,Product 7295,Movies & TV,4,0.658066,0.174180
A00009873,Product 9873,Books,4,0.968882,0.178140
A00000949,Product 949,Books,4,0.604235,0.177602
A00000048,Product 48,Movies & TV,4,0.409523,0.173113
A00001893,Product 1893,Movies & TV,4,0.770873,0.177064
A00004644,Product 4644,Clothing,4,0.000374,0.182473
A00009771,Product 9771,Music,4,0.401704,0.179506
A00004291,Product 4291,Books,4,0.440443,0.174311
A00002547,Product 2547,Electronics,4,0.841783,0.182108
A00008973,Product 8973,Books,4,0.941792,0.168799
A00006239,Product 6239,Electronics,4,0.110259,0.180282
A00007182,Product 7182,Music,4,0.636259,0.181612
A00002644,Product 2644,Music,4,0.022135,0.179874
A00007881,Product 7881,Books,4,0.734708,0.176754
A00005389,Product 5389,Electronics,4,0.515622,0.179506
A00002092,Product 2092,Movies & TV,4,0.303732,0.179900
A00006951,Product 6951,Electronics,4,0.115252,0.178506
A00004800,Product 4800,Movies & TV,4,0.478349,0.172957
A00001181,Product 1181,Music,4,0.632909,0.180165
A00003194,Product 3194,Movies & TV,4,0.386966,0.171040
A00009006,Product 9006,Electronics,4,0.854606,0.179538
A00008729,Product 8729,Music,4,0.061239,0.170016
A00006642,Product 6642,Books,4,0.070639,0.176583
A00004747,Product 4747,Books,4,0.957933,0.175191
A00001700,Product 1700,Music,4,0.200154,0.176508
A00007515,Product 7515,Music,4,0.280913,0.176542
A00002103,Product 2103,Music,4,0.078554,0.181717
A00009206,Product 9206,Movies & TV,4,0.696477,0.176605
A00000030,Product 30,Movies & TV,4,0.997918,0.173338
A00004121,Product 4121,Electronics,4,0.463736,0.181823
A00005506,Product 5506,Books,4,0.469985,0.174141
A00006697,Product 6697,Books,4,0.204827,0.177030
A00009311,Product 9311,Electronics,4,0.791175,0.176673
A00007834,Product 7834,Electronics,4,0.288738,0.177798
A00000762,Product 762,Movies & TV,4,0.624964,0.182118
A00002783,Product 2783,Electronics,4,0.215264,0.180010
A00004111,Product 4111,Music,4,0.958066,0.178175
A00002378,Product 2378,Clothing,4,0.087629,0.181361
A00009458,Product 9458,Books,4,0.133338,0.181612
A00001173,Product 1173,Clothing,4,0.143775,0.179689
A00009419,Product 9419,Music,4,0.367736,0.181082
A00004602,Product 4602,Music,4,0.590827,0.175875
A00002456,Product 2456,Music,4,0.555360,0.180071
A00008059,Product 8059,Music,4,0.549953,0.176424
A00009085,Product 9085,Books,4,0.808950,0.176620
A00008643,Product 8643,Music,4,0.126086,0.172400
A00006715,Product 6715,Music,4,0.412078,0.184252
A00007990,Product 7990,Electronics,4,0.110789,0.180536
A00005043,Product 5043,Books,4,0.116053,0.175283
A00001166,Product 1166,Movies & TV,4,0.334525,0.179577
A00008572,Product 8572,Clothing,4,0.612452,0.176626
A00008327,Product 8327,Clothing,4,0.059492,0.182971
A00003330,Product 3330,Movies & TV,4,0.485356,0.183397
A00007043,Product 7043,Books,4,0.603314,0.180935
A00004407,Product 4407,Electronics,4,0.958068,0.170672
A00006888,Product 6888,Movies & TV,4,0.115621,0.177234
A00000313,Product 313,Books,4,0.258630,0.176315
A00001688,Product 1688,Electronics,4,0.391602,0.175366
A00002273,Product 2273,Electronics,4,0.850282,0.180341
A00006194,Product 6194,Music,4,0.101093,0.177196
A00008199,Product 8199,Clothing,4,0.935574,0.175671
A00003189,Product 3189,Books,4,0.122934,0.179799
A00000645,Product 645,Books,4,0.655187,0.180039
A00005601,Product 5601,Clothing,4,0.843375,0.176098
A00009682,Product 9682,Movies & TV,4,0.550165,0.175822
A00004177,Product 4177,Books,4,0.380909,0.172376
A00007284,Product 7284,Electronics,4,0.506590,0.182320
A00005563,Product 5563,Books,4,0.215457,0.178378
A00004338,Product 4338,Music,4,0.500893,0.177080
A00001500,Product 1500,Clothing,4,0.550050,0.181632
A00006174,Product 6174,Electronics,4,0.296737,0.176157
A00000489,Product 489,Books,4,0.785485,0.177476
A00008771,Product 8771,Electronics,4,0.168301,0.181279
A00003901,Product 3901,Clothing,4,0.274420,0.178608
A00006453,Product 6453,Movies & TV,4,0.276197,0.180497
A00009612,Product 9612,Clothing,4,0.635288,0.173805
A00001289,Product 1289,Books,4,0.691292,0.179152
A00000592,Product 592,Movies & TV,4,0.841557,0.177237
A00000139,Product 139,Clothing,4,0.040649,0.179929
A00000637,Product 637,Music,4,0.778273,0.181033
A00001147,Product 1147,Music,4,0.547577,0.178822
A00001712,Product 1712,Movies & TV,4,0.415099,0.172272
A00003777,Product 3777,Clothing,4,0.872106,0.177905
A00000034,Product 34,Books,4,0.605951,0.182827
A00006501,Product 6501,Books,4,0.022587,0.174211
A00001988,Product 1988,Electronics,4,0.304757,0.177460
A00009556,Product 9556,Music,4,0.241615,0.181674
A00008563,Product 8563,Books,4,0.250950,0.175989
A00008393,Product 8393,Clothing,4,0.547887,0.174893
A00001595,Product 1595,Electronics,4,0.902163,0.173074
A00008613,Product 8613,Electronics,4,0.900965,0.177826
A00008854,Product 8854,Electronics,4,0.779317,0.175538
A00005497,Product 5497,Electronics,4,0.441536,0.172088
A00006031,Product 6031,Electronics,4,0.022706,0.175292
A00009453,Product 9453,Clothing,4,0.902655,0.174814
A00002028,Product 2028,Music,4,0.958432,0.179457
A00005775,Product 5775,Books,4,0.147198,0.177596
A00008869,Product 8869,Electronics,4,0.150361,0.174701
A00005930,Product 5930,Music,4,0.755667,0.177602
A00004980,Product 4980,Books,4,0.734204,0.180308
A00004454,Product 4454,Music,4,0.038845,0.178137
A00000098,Product 98,Clothing,4,0.992836,0.180540
A00001091,Product 1091,Music,4,0.936498,0.179084
A00001319,Product 1319,Books,4,0.093258,0.177328
A00009193,Product 9193,Clothing,4,0.348928,0.173576
A00002990,Product 2990,Movies & TV,4,0.166502,0.179638
A00006451,Product 6451,Movies & TV,4,0.594402,0.175092
A00006657,Product 6657,Books,4,0.772349,0.174138
A00002831,Product 2831,Music,4,0.765980,0.176908
A00000268,Product 268,Books,4,0.161295,0.177766
A00002128,Product 2128,Music,4,0.337459,0.176930
A00001643,Product 1643,Music,4,0.367035,0.180370
A00001047,Product 1047,Movies & TV,4,0.724341,0.176814
A00007593,Product 7593,Clothing,4,0.755190,0.178870
A00007993,Product 7993,Clothing,4,0.888708,0.175566
A00002633,Product 2633,Clothing,4,0.980554,0.178267
A00002363,Product 2363,Electronics,4,0.932889,0.176237
A00007016,Product 7016,Books,4,0.536760,0.180266
A00006418,Product 6418,Clothing,4,0.984899,0.177991
A00000324,Product 324,Clothing,4,0.014867,0.177429
A00005380,Product 5380,Clothing,4,0.421340,0.177608
A00009293,Product 9293,Music,4,0.319034,0.173347
A00009885,Product 9885,Electronics,4,0.594616,0.178321
A00007669,Product 7669,Books,4,0.973804,0.176008
A00000970,Product 970,Clothing,4,0.472270,0.182740
A00004437,Product 4437,Clothing,4,0.622931,0.180504
A00009001,Product 9001,Clothing,4,0.492176,0.177909
A00002750,Product 2750,Music,4,0.813895,0.181628
A00007989,Product 7989,Books,4,0.061897,0.177347
A00007223,Product 7223,Books,4,0.050490,0.174973
A00007796,Product 7796,Music,4,0.177339,0.174734
A00009534,Product 9534,Books,4,0.166730,0.171151
A00008140,Product 8140,Movies & TV,4,0.274771,0.175862
A00000486,Product 486,Electronics,4,0.362710,0.181102
A00009278,Product 9278,Music,4,0.458639,0.173923
A00009251,Product 9251,Clothing,4,0.044309,0.180341
A00003840,Product 3840,Music,4,0.395581,0.180062
A00001543,Product 1543,Clothing,4,0.635952,0.178146
A00007817,Product 7817,Movies & TV,4,0.234253,0.181043
A00005329,Product 5329,Books,4,0.599840,0.180843
A00005143,Product 5143,Movies & TV,4,0.235281,0.177615
A00007650,Product 7650,Electronics,4,0.614963,0.173603
A00004861,Product 4861,Books,4,0.680361,0.167029
A00001413,Product 1413,Electronics,4,0.899466,0.174002
A00007718,Product 7718,Books,4,0.950106,0.174826
A00009520,Product 9520,Clothing,4,0.169713,0.175782
A00005821,Product 5821,Music,4,0.130582,0.175714
A00004757,Product 4757,Music,4,0.175572,0.181289
A00002218,Product 2218,Movies & TV,4,0.365311,0.178146
A00004730,Product 4730,Clothing,4,0.262690,0.179770
A00003905,Product 3905,Clothing,4,0.611372,0.179838
A00004219,Product 4219,Clothing,4,0.902757,0.179935
A00008397,Product 8397,Electronics,4,0.789420,0.180660
A00003358,Product 3358,Electronics,4,0.195366,0.179887
A00004331,Product 4331,Electronics,4,0.766406,0.176723
A00004766,Product 4766,Music,4,0.620747,0.180370
A00003261,Product 3261,Books,4,0.851408,0.171574
A00009258,Product 9258,Music,4,0.259729,0.181181
A00004189,Product 4189,Music,4,0.555251,0.186371
A00001365,Product 1365,Movies & TV,4,0.905468,0.176767
A00005523,Product 5523,Clothing,4,0.667604,0.177782
A00009559,Product 9559,Music,4,0.578657,0.175788
A00007352,Product 7352,Movies & TV,4,0.281834,0.176383
A00009636,Product 9636,Clothing,4,0.684166,0.173026
A00002366,Product 2366,Books,4,0.932167,0.180663
A00008755,Product 8755,Books,4,0.480517,0.176281
A00000075,Product 75,Music,4,0.081727,0.178694
A00003140,Product 3140,Movies & TV,4,0.121300,0.173398
A00009352,Product 9352,Clothing,4,0.482686,0.180517
A00006283,Product 6283,Electronics,4,0.749518,0.176586
A00006967,Product 6967,Clothing,4,0.113061,0.178321
A00003568,Product 3568,Books,4,0.624055,0.177555
A00006644,Product 6644,Music,4,0.072771,0.175763
A00008035,Product 8035,Music,4,0.113973,0.172411
A00008574,Product 8574,Music,4,0.361704,0.176116
A00005666,Product 5666,Electronics,4,0.422816,0.183364
A00008065,Product 8065,Books,4,0.854070,0.178429
A00000015,Product 15,Electronics,4,0.191169,0.176748
A00007529,Product 7529,Music,4,0.313996,0.179945
A00009772,Product 9772,Movies & TV,4,0.057371,0.180974
A00001266,Product 1266,Books,4,0.896681,0.178219
A00004732,Product 4732,Books,4,0.860321,0.173540
A00002317,Product 2317,Books,4,0.570842,0.173083
A00006828,Product 6828,Music,4,0.801908,0.178445
A00009773,Product 9773,Books,4,0.395857,0.182540
A00004582,Product 4582,Clothing,4,0.282347,0.180752
A00009411,Product 9411,Electronics,4,0.336731,0.175902
A00005064,Product 5064,Movies & TV,4,0.766620,0.179133
A00004078,Product 4078,Electronics,4,0.344475,0.179731
A00008618,Product 8618,Movies & TV,4,0.072076,0.175535
A00005232,Product 5232,Movies & TV,4,0.208036,0.173754
A00005690,Product 5690,Electronics,4,0.852821,0.181510
A00002176,Product 2176,Music,4,0.310527,0.179406
A00004074,Product 4074,Movies & TV,4,0.320146,0.174844
A00008063,Product 8063,Clothing,4,0.776597,0.171822
A00003257,Product 3257,Books,4,0.213424,0.176589
A00006028,Product 6028,Electronics,4,0.959981,0.180006
A00004535,Product 4535,Clothing,4,0.592593,0.173594
A00008717,Product 8717,Books,4,0.910858,0.177083
A00000958,Product 958,Music,4,0.912733,0.175209
A00000548,Product 548,Clothing,4,0.164552,0.181191
A00000939,Product 939,Electronics,4,0.429952,0.183630
A00006446,Product 6446,Music,4,0.737353,0.176368
A00009113,Product 9113,Music,4,0.352801,0.179370
A00000220,Product 220,Clothing,4,0.696554,0.177766
A00001778,Product 1778,Music,4,0.930620,0.180820
A00000415,Product 415,Movies & TV,4,0.385055,0.179828
A00000258,Product 258,Movies & TV,4,0.502843,0.179370
A00001757,Product 1757,Music,4,0.115784,0.174065
A00000679,Product 679,Electronics,4,0.860889,0.182754
A00002467,Product 2467,Movies & TV,4,0.899826,0.178426
A00000761,Product 761,Electronics,4,0.800079,0.171869
A00003794,Product 3794,Books,4,0.604134,0.175841
A00005108,Product 5108,Electronics,4,0.707467,0.175464
A00003623,Product 3623,Music,4,0.340384,0.175748
A00006454,Product 6454,Music,4,0.778598,0.176259
A00006619,Product 6619,Books,4,0.983894,0.175618
A00002379,Product 2379,Electronics,4,0.104440,0.170873
A00008595,Product 8595,Books,4,0.499212,0.179393
A00002505,Product 2505,Electronics,4,0.402467,0.180448
A00003849,Product 3849,Electronics,4,0.497976,0.179955
A00007562,Product 7562,Books,4,0.767061,0.185820
A00008122,Product 8122,Music,4,0.247801,0.180768
A00007860,Product 7860,Music,4,0.168064,0.168717
A00009035,Product 9035,Electronics,4,0.057275,0.174805
A00002814,Product 2814,Electronics,4,0.740723,0.176169
A00005971,Product 5971,Electronics,4,0.767351,0.175016
A00000840,Product 840,Movies & TV,4,0.030076,0.174609
A00006128,Product 6128,Music,4,0.975114,0.176964
A00007215,Product 7215,Music,4,0.201260,0.180481
A00004213,Product 4213,Electronics,4,0.828521,0.172510
A00000496,Product 496,Music,4,0.815720,0.176464
A00007099,Product 7099,Music,4,0.646710,0.177571
A00008462,Product 8462,Music,4,0.276265,0.178611
A00007485,Product 7485,Books,4,0.062047,0.177215
A00009843,Product 9843,Books,4,0.661548,0.183505
A00004786,Product 4786,Music,4,0.686757,0.178665
A00001092,Product 1092,Clothing,4,0.106232,0.171848
A00009961,Product 9961,Movies & TV,4,0.067439,0.179786
A00000972,Product 972,Movies & TV,4,0.298651,0.177234
A00006423,Product 6423,Music,4,0.052861,0.180553
A00004997,Product 4997,Electronics,4,0.577659,0.180504
A00001793,Product 1793,Books,4,0.444984,0.172823
A00005561,Product 5561,Books,4,0.413480,0.179059
A00009403,Product 9403,Music,4,0.072819,0.177489
A00004711,Product 4711,Books,4,0.937600,0.173482
A00004806,Product 4806,Movies & TV,4,0.090787,0.168868
A00003429,Product 3429,Clothing,4,0.600229,0.174153
A00005273,Product 5273,Movies & TV,4,0.891971,0.177602
A00007151,Product 7151,Books,4,0.847049,0.180448
A00004826,Product 4826,Electronics,4,0.871333,0.173374
A00005216,Product 5216,Electronics,4,0.512244,0.181375
A00000596,Product 596,Clothing,4,0.972043,0.186125
A00000962,Product 962,Electronics,4,0.130441,0.179712
A00007588,Product 7588,Clothing,4,0.043112,0.180876
A00007406,Product 7406,Clothing,4,0.580393,0.174774
A00009468,Product 9468,Music,4,0.405277,0.177118
A00005246,Product 5246,Books,4,0.306174,0.177118
A00003721,Product 3721,Movies & TV,4,0.191392,0.173032
A00006665,Product 6665,Books,4,0.841184,0.176977
A00003562,Product 3562,Music,4,0.771360,0.177020
A00001367,Product 1367,Electronics,4,0.744849,0.178585
A00002332,Product 2332,Movies & TV,4,0.051942,0.179547
A00003581,Product 3581,Clothing,4,0.263348,0.180683
A00000568,Product 568,Movies & TV,4,0.626711,0.178959
A00002439,Product 2439,Electronics,4,0.541726,0.182101
A00003558,Product 3558,Music,4,0.698012,0.179444
A00007068,Product 7068,Movies & TV,4,0.222501,0.174655
A00008891,Product 8891,Electronics,4,0.927847,0.179457
A00005875,Product 5875,Clothing,4,0.367244,0.180497
A00004625,Product 4625,Movies & TV,4,0.580747,0.179790
A00005999,Product 5999,Movies & TV,4,0.446816,0.170370
A00005768,Product 5768,Electronics,4,0.991011,0.173344
A00004948,Product 4948,Electronics,4,0.380400,0.178108
A00001541,Product 1541,Music,4,0.073259,0.175924
A00007195,Product 7195,Clothing,4,0.177182,0.181046
A00008510,Product 8510,Music,4,0.513276,0.177687
A00000878,Product 878,Movies & TV,4,0.245836,0.176811
A00007869,Product 7869,Electronics,4,0.377591,0.175446
A00001363,Product 1363,Movies & TV,4,0.057922,0.180513
A00008209,Product 8209,Clothing,4,0.960579,0.177972
A00001232,Product 1232,Books,4,0.531625,0.175095
A00003873,Product 3873,Electronics,4,0.966083,0.178089
A00005366,Product 5366,Music,4,0.601392,0.176761
A00000388,Product 388,Electronics,4,0.909538,0.180159
A00007150,Product 7150,Clothing,4,0.189193,0.182161
A00000529,Product 529,Books,4,0.647365,0.174375
A00005600,Product 5600,Books,4,0.170254,0.179696
A00009886,Product 9886,Electronics,4,0.601822,0.175550
A00005300,Product 5300,Books,4,0.695356,0.182404
A00005140,Product 5140,Music,4,0.639057,0.179011
A00005155,Product 5155,Movies & TV,4,0.725620,0.179235
A00003246,Product 3246,Music,4,0.280696,0.179062
A00007280,Product 7280,Electronics,4,0.439656,0.172038
A00006267,Product 6267,Books,4,0.648875,0.170765
